station_name,metro_line,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,is_raining,nearby_it_park,train_frequency_min,is_peak_hour,time_category,is_off_day,passenger_count,footfall_category,station_type,delay_minutes,wifi_available,date,fare_inr
Attiguppe,Purple,20.0,Friday,October,No,No,25.0,No,No,8.0,No,Night,No,786.0,Low,Regular,0.0,No,2025-10-06,40.0
Dasarahalli,Green,6.0,Wednesday,June,No,No,27.2,No,No,8.0,No,Morning,No,1310.0,Medium,Regular,0.0,No,2025-06-11,10.0
Banashankari,Yellow,10.0,Thursday,December,No,No,26.3,No,No,5.0,No,Midday,No,,,Regular,5.0,Yes,2023-12-16,40.0
South End Circle,Green,20.0,Thursday,September,No,No,25.9,No,No,8.0,No,Night,No,874.0,Medium,Regular,0.0,No,2024-09-25,30.0
Mysuru Road,Purple,20.0,Saturday,February,Yes,No,31.0,No,No,8.0,No,Night,Yes,567.0,Low,Regular,0.0,No,2023-02-08,40.0
Attiguppe,Purple,8.0,Friday,March,No,No,25.1,No,,3.0,Yes,Morning,No,3965.0,High,Regular,0.0,No,2024-03-11,40.0
Mysuru Road,Purple,20.0,Thursday,June,No,No,27.0,Yes,No,8.0,No,Night,No,701.0,Low,Regular,,,2024-06-07,40.0
Tagore Nagar,Yellow,12.0,Friday,April,No,No,27.0,No,No,,No,Midday,No,1725.0,Medium,Regular,0.0,No,2024-04-26,20.0
Nagasandra,Green,14.0,Tuesday,January,No,No,24.4,No,No,5.0,No,Evening,No,1142.0,Medium,Terminal,0.0,,2024-01-24,10.0
Jayanagar 4th Block,Yellow,16.0,Sunday,March,Yes,No,23.7,No,No,5.0,No,Evening,Yes,780.0,Low,Regular,,No,2025-03-22,20.0
Sandal Soap Factory,Green,8.0,Thursday,October,No,No,30.3,No,No,3.0,Yes,Morning,No,,High,,2.0,No,2023-10-25,20.0
Peenya,Green,7.0,Wednesday,May,No,No,24.0,No,Yes,3.0,Yes,Morning,No,1557.0,Medium,Regular,10.0,No,2024-05-19,20.0
Swami Vivekananda Road,Purple,8.0,Tuesday,June,No,,23.3,No,,3.0,Yes,Morning,No,3633.0,High,Regular,0.0,No,2024-06-26,20.0
Mysuru Road,Purple,7.0,Friday,March,No,No,27.0,No,No,3.0,Yes,Morning,No,1667.0,Medium,Regular,10.0,No,2023-03-10,40.0
Jayanagar,Green,20.0,Sunday,January,Yes,No,28.3,No,No,8.0,No,Night,Yes,636.0,Low,Regular,0.0,No,2023-01-09,
Tagore Nagar,Yellow,7.0,Thursday,December,No,No,27.8,No,No,3.0,,Morning,No,1695.0,Medium,Regular,5.0,No,2025-12-04,20.0
Hebbagodi,Yellow,16.0,Monday,July,No,No,29.3,No,Yes,5.0,No,Evening,,1159.0,Medium,Regular,,No,2025-07-23,20.0
Peenya,Green,,,September,Yes,No,29.1,No,Yes,3.0,Yes,Morning,Yes,3432.0,High,Regular,2.0,No,2025-09-15,20.0
Attiguppe,Purple,16.0,Tuesday,March,No,No,26.2,No,No,5.0,No,Evening,No,,,Regular,2.0,No,2025-03-13,40.0
JP Nagar 2nd Phase,Yellow,20.0,Saturday,June,Yes,No,,Yes,No,8.0,No,Night,Yes,448.0,Low,Regular,2.0,No,2023-06-25,20.0
Yelachenahalli,Green,21.0,Saturday,August,Yes,No,21.0,No,No,8.0,No,Night,Yes,561.0,Low,Regular,0.0,No,2024-08-02,20.0
Electronic City,Yellow,11.0,Wednesday,December,No,No,29.1,No,Yes,5.0,No,Midday,No,1075.0,Medium,Regular,0.0,No,2024-12-02,20.0
Magadi Road,Purple,13.0,Saturday,December,Yes,,26.5,No,No,5.0,No,Midday,Yes,1274.0,Medium,Regular,0.0,No,2024-12-16,20.0
JP Nagar 2nd Phase,Yellow,13.0,Friday,May,No,No,24.5,,No,5.0,No,Midday,No,2155.0,High,Regular,2.0,No,2024-05-09,20.0
Kengeri,Purple,12.0,Sunday,August,Yes,No,27.1,Yes,No,5.0,No,Midday,Yes,1187.0,Medium,Terminal,2.0,Yes,2024-08-13,50.0
Sandal Soap Factory,Green,11.0,Thursday,July,No,No,26.6,,No,5.0,No,Midday,No,930.0,Medium,Regular,2.0,No,2024-07-03,20.0
Bommasandra,Yellow,20.0,Sunday,May,Yes,No,26.0,No,Yes,8.0,No,Night,Yes,664.0,Low,Terminal,0.0,No,2024-05-09,50.0
Yelachenahalli,Green,19.0,Monday,October,No,No,31.7,No,No,3.0,Yes,Evening,No,4319.0,High,Regular,5.0,No,2023-10-13,20.0
Banashankari,Yellow,13.0,Saturday,September,Yes,No,22.7,Yes,No,5.0,No,Midday,Yes,1073.0,Medium,,0.0,Yes,2024-09-21,40.0
Mysuru Road,Purple,9.0,Friday,December,No,No,30.1,No,No,3.0,Yes,Morning,No,3506.0,High,Regular,2.0,No,2024-12-22,40.0
Banashankari,Yellow,6.0,Friday,February,No,No,23.2,No,No,8.0,No,Morning,No,1536.0,Medium,Regular,0.0,Yes,2024-02-02,40.0
KR Market,Green,8.0,Sunday,May,Yes,,31.3,No,No,3.0,Yes,Morning,Yes,2306.0,High,Regular,0.0,No,2023-05-08,20.0
Yeshwanthpur,Green,7.0,Thursday,February,No,No,31.2,No,Yes,3.0,Yes,Morning,No,1575.0,Medium,Regular,0.0,Yes,2025-02-27,20.0
Yelachenahalli,Green,6.0,Friday,March,No,No,,No,No,8.0,No,Morning,No,1584.0,Medium,Regular,0.0,No,2023-03-09,20.0
Gottigere,,13.0,Wednesday,June,No,No,29.6,Yes,No,5.0,No,Midday,No,1439.0,Medium,Regular,0.0,No,2024-06-16,20.0
Chickpete,Green,12.0,Sunday,May,Yes,No,30.4,No,No,5.0,No,Midday,Yes,1274.0,Medium,Regular,0.0,No,2025-05-02,20.0
Yeshwanthpur,Green,13.0,Monday,March,No,,29.5,No,Yes,5.0,No,Midday,No,2219.0,High,Regular,0.0,,2024-03-06,20.0
Magadi Road,Purple,13.0,Saturday,August,Yes,No,27.0,No,No,5.0,No,Midday,Yes,1301.0,Medium,Regular,0.0,No,2023-08-22,20.0
,Yellow,11.0,Tuesday,July,No,No,27.5,No,Yes,5.0,No,Midday,No,1276.0,Medium,Regular,0.0,No,2024-07-08,20.0
Whitefield,Purple,22.0,Friday,April,No,No,29.6,No,Yes,8.0,No,Night,No,,Medium,Regular,0.0,No,2024-04-26,20.0
Whitefield,Purple,13.0,Thursday,June,No,,26.5,Yes,Yes,5.0,No,Midday,No,1720.0,Medium,Regular,0.0,,2025-06-05,20.0
Lalbagh,Green,11.0,Sunday,February,Yes,No,29.8,No,No,5.0,No,Midday,Yes,824.0,Medium,Regular,0.0,Yes,2025-02-09,25.0
Magadi Road,Purple,22.0,Sunday,December,Yes,No,31.4,,,8.0,No,Night,Yes,603.0,Low,Regular,0.0,No,2024-12-01,20.0
RV Road,Yellow,18.0,Monday,August,No,No,25.6,No,No,3.0,Yes,Evening,No,3880.0,High,Interchange,2.0,No,2024-08-09,30.0
Mysuru Road,Purple,,Tuesday,May,No,No,29.2,No,No,5.0,No,Midday,No,1824.0,Medium,Regular,0.0,No,2023-05-10,40.0
Yelachenahalli,Green,20.0,Wednesday,September,No,,,No,No,8.0,No,Night,No,849.0,Medium,Regular,0.0,No,2023-09-23,20.0
Whitefield,Purple,13.0,Friday,December,No,No,29.7,No,Yes,5.0,No,Midday,No,,,Regular,2.0,No,2024-12-04,20.0
Vijayanagar,Purple,9.0,Tuesday,November,No,No,27.1,No,,3.0,Yes,Morning,No,3725.0,High,Regular,2.0,No,2024-11-03,30.0
Dasarahalli,Green,18.0,Monday,November,No,No,29.5,No,No,3.0,Yes,Evening,No,4208.0,High,Regular,2.0,No,2024-11-10,10.0
Magadi Road,Purple,17.0,Wednesday,May,No,No,24.7,No,No,3.0,Yes,Evening,No,4678.0,High,Regular,0.0,No,2023-05-15,20.0
Jalahalli,Green,15.0,Monday,January,No,No,22.7,No,No,5.0,No,Evening,No,1100.0,Medium,Regular,0.0,No,2023-01-11,15.0
Halasuru,Purple,15.0,Wednesday,March,No,,29.4,No,No,5.0,No,Evening,No,,Medium,Regular,0.0,Yes,2024-03-14,20.0
Peenya,Green,7.0,Friday,December,No,No,28.5,No,Yes,3.0,Yes,Morning,,1503.0,Medium,Regular,0.0,No,2023-12-06,20.0
Swami Vivekananda Road,Purple,11.0,Thursday,January,No,No,29.7,No,No,5.0,No,Midday,No,1268.0,Medium,Regular,0.0,No,2025-01-12,20.0
Majestic,Green,16.0,Saturday,August,Yes,No,29.4,Yes,No,,No,Evening,Yes,865.0,Medium,Interchange,0.0,Yes,2023-08-13,25.0
Dasarahalli,Green,7.0,Tuesday,October,No,,30.3,No,No,3.0,Yes,Morning,No,1347.0,Medium,Regular,2.0,No,2024-10-17,10.0
Bommasandra,Yellow,20.0,Tuesday,,No,No,22.2,No,Yes,8.0,No,Night,No,902.0,Medium,Terminal,2.0,No,2025-05-16,50.0
Swami Vivekananda Road,Purple,14.0,Thursday,October,No,No,23.7,No,No,5.0,No,Evening,No,1107.0,Medium,Regular,2.0,No,2023-10-03,20.0
Chickpete,Green,10.0,Tuesday,July,No,No,35.4,No,No,5.0,No,Midday,No,1223.0,Medium,Regular,2.0,No,2024-07-02,20.0
Tagore Nagar,Yellow,22.0,Wednesday,September,No,No,30.4,Yes,No,8.0,No,Night,No,810.0,Medium,Regular,5.0,,2023-09-11,20.0
Electronic City,Yellow,9.0,Sunday,September,Yes,No,24.4,No,Yes,3.0,Yes,Morning,Yes,3195.0,High,Regular,0.0,No,2024-09-09,20.0
Bommasandra,Yellow,11.0,Thursday,December,No,No,31.0,No,Yes,5.0,No,Midday,No,1039.0,Medium,Terminal,0.0,No,2024-12-03,50.0
Deepanjalinagar,Purple,19.0,Wednesday,May,No,No,23.2,No,No,3.0,Yes,Evening,No,3761.0,High,Regular,0.0,No,2024-05-18,20.0
JP Nagar 2nd Phase,Yellow,22.0,Wednesday,June,No,No,,No,No,8.0,No,Night,No,775.0,Low,Regular,0.0,No,2024-06-20,
Electronic City,Yellow,21.0,Monday,November,No,,26.5,,Yes,8.0,No,Night,No,841.0,Medium,Regular,2.0,No,2025-11-15,20.0
Swami Vivekananda Road,Purple,12.0,Saturday,March,Yes,No,23.0,No,No,5.0,No,Midday,Yes,1157.0,Medium,Regular,0.0,No,2023-03-14,20.0
Chickpete,Green,20.0,Saturday,,Yes,No,24.0,,No,8.0,No,Night,Yes,649.0,Low,Regular,5.0,No,2023-04-02,20.0
Electronic City,Yellow,22.0,Thursday,January,No,No,27.6,No,Yes,8.0,No,Night,No,,,Regular,0.0,No,2025-01-17,20.0
Hosahalli,Purple,11.0,Saturday,July,,No,26.4,No,No,5.0,No,Midday,Yes,784.0,Low,Regular,5.0,No,2024-07-22,20.0
Jayanagar 4th Block,Yellow,9.0,Thursday,May,No,No,29.3,No,No,3.0,Yes,Morning,No,3666.0,High,Regular,0.0,No,2025-05-26,20.0
Hosahalli,Purple,10.0,Wednesday,November,No,No,26.2,No,No,5.0,No,Midday,No,1236.0,Medium,Regular,0.0,No,2024-11-08,20.0
Magadi Road,Purple,10.0,Saturday,,Yes,No,27.2,No,No,5.0,No,Midday,Yes,847.0,Medium,Regular,0.0,No,2025-04-10,20.0
Sandal Soap Factory,Green,14.0,Saturday,July,Yes,No,31.8,No,No,5.0,No,Evening,Yes,808.0,Medium,Regular,0.0,No,2024-07-26,20.0
Jalahalli,Green,15.0,Monday,August,No,No,24.3,No,No,5.0,No,Evening,No,1289.0,,Regular,0.0,No,2025-08-18,15.0
Mysuru Road,Purple,21.0,Tuesday,June,No,No,28.9,No,No,8.0,No,Night,No,856.0,Medium,Regular,0.0,No,2025-06-25,40.0
Attiguppe,Purple,10.0,Monday,March,No,No,,No,No,5.0,No,Midday,No,1223.0,Medium,Regular,2.0,No,2024-03-19,40.0
RV Road,Yellow,,Wednesday,May,No,No,,No,No,5.0,No,Midday,No,2054.0,High,Interchange,0.0,No,2023-05-08,30.0
Swami Vivekananda Road,,13.0,Saturday,August,Yes,No,,No,No,5.0,No,Midday,Yes,1867.0,Medium,Regular,0.0,No,,20.0
Tagore Nagar,Yellow,11.0,Friday,April,No,No,29.8,No,No,5.0,No,Midday,No,1320.0,Medium,Regular,0.0,No,2023-04-03,20.0
Sandal Soap Factory,Green,14.0,Wednesday,March,No,No,19.9,,No,5.0,No,Evening,No,,Medium,Regular,2.0,No,2023-03-03,20.0
KR Market,Green,22.0,Monday,November,No,No,29.5,No,No,8.0,No,Night,No,817.0,Medium,Regular,0.0,No,2024-11-12,20.0
Hosahalli,Purple,15.0,Wednesday,May,No,No,32.4,No,No,5.0,No,Evening,No,1344.0,Medium,Regular,0.0,No,2024-05-22,20.0
Yelachenahalli,Green,6.0,Sunday,February,Yes,No,33.4,,No,8.0,No,,Yes,936.0,Medium,Regular,0.0,No,2024-02-17,20.0
Jalahalli,Green,11.0,Saturday,September,Yes,No,25.7,No,No,5.0,No,Midday,Yes,802.0,Medium,Regular,0.0,No,2024-09-04,15.0
Deepanjalinagar,Purple,22.0,Wednesday,April,No,No,27.0,No,No,8.0,No,,No,823.0,Medium,Regular,0.0,No,2024-04-17,20.0
Jayanagar,Green,15.0,Friday,May,No,No,,No,No,5.0,No,Evening,No,1218.0,Medium,Regular,0.0,No,2023-05-14,30.0
Sandal Soap Factory,Green,21.0,Wednesday,April,No,No,18.8,No,,8.0,No,Night,No,884.0,Medium,Regular,0.0,No,2023-04-19,20.0
Yeshwanthpur,Green,17.0,Thursday,August,No,No,27.0,Yes,Yes,3.0,Yes,Evening,No,4380.0,High,Regular,5.0,Yes,2023-08-09,20.0
Deepanjalinagar,Purple,13.0,Saturday,July,Yes,No,28.9,Yes,No,5.0,No,,Yes,980.0,Medium,Regular,0.0,No,2024-07-21,20.0
Jayanagar 4th Block,Yellow,16.0,Saturday,April,Yes,No,30.0,No,No,5.0,No,Evening,Yes,1129.0,Medium,Regular,0.0,No,2023-04-12,20.0
Baiyappanahalli,Purple,14.0,Saturday,April,Yes,No,26.7,No,No,,No,Evening,Yes,531.0,Low,Terminal,0.0,Yes,2023-04-05,10.0
Peenya,Green,8.0,Friday,October,No,No,30.4,No,,3.0,Yes,,No,5002.0,High,Regular,10.0,No,2024-10-11,20.0
Banashankari,Yellow,15.0,Friday,May,No,No,28.5,No,No,5.0,No,Evening,No,1156.0,Medium,Regular,0.0,Yes,2025-05-20,40.0
Jayanagar,Green,18.0,Wednesday,February,No,No,22.5,No,No,,Yes,Evening,No,4276.0,High,Regular,5.0,No,2023-02-03,30.0
,Yellow,7.0,Sunday,October,Yes,No,29.5,,Yes,3.0,Yes,Morning,Yes,1053.0,Medium,Regular,2.0,No,2024-10-21,20.0
South End Circle,Green,17.0,Wednesday,January,No,No,25.2,No,No,3.0,Yes,Evening,No,3991.0,High,Regular,0.0,No,2024-01-15,30.0
Mysuru Road,Purple,17.0,Saturday,May,Yes,No,21.6,No,No,5.0,Yes,Evening,Yes,,High,Regular,2.0,No,2025-05-14,40.0
Jayanagar 4th Block,Yellow,12.0,Wednesday,February,No,No,26.5,No,No,5.0,No,Midday,No,2226.0,High,Regular,5.0,No,2025-02-11,20.0
Vijayanagar,Purple,10.0,Sunday,February,Yes,No,24.1,No,No,5.0,No,Midday,Yes,734.0,Low,Regular,0.0,No,2023-02-20,30.0
South End Circle,Green,9.0,Friday,February,No,,28.7,No,,3.0,Yes,Morning,No,3968.0,High,Regular,5.0,No,2023-02-08,30.0
Indiranagar,Purple,8.0,Sunday,June,Yes,No,26.9,No,,3.0,Yes,Morning,Yes,3407.0,High,,5.0,Yes,2025-06-04,15.0
Majestic,Purple,11.0,Wednesday,November,No,No,27.0,No,No,5.0,No,Midday,No,1764.0,Medium,Interchange,0.0,Yes,2024-11-27,25.0
Yelachenahalli,Green,17.0,,April,Yes,No,24.9,No,No,3.0,Yes,Evening,Yes,2919.0,High,Regular,0.0,No,2024-04-12,20.0
Halasuru,Purple,13.0,Friday,July,No,No,25.0,No,No,5.0,No,Midday,No,1954.0,Medium,,0.0,Yes,2024-07-08,20.0
KR Market,Green,19.0,Monday,April,No,No,29.1,No,No,3.0,Yes,Evening,No,4165.0,High,Regular,2.0,No,2024-04-06,20.0
Indiranagar,Purple,8.0,Saturday,February,Yes,No,22.1,No,Yes,3.0,Yes,Morning,Yes,3425.0,High,Regular,5.0,Yes,2025-02-15,15.0
Sandal Soap Factory,Green,6.0,Friday,June,No,No,32.0,No,No,8.0,No,Morning,No,1252.0,Medium,Regular,5.0,No,2025-06-12,20.0
RV Road,Yellow,8.0,Sunday,October,Yes,No,30.2,No,No,3.0,Yes,Morning,Yes,,High,Interchange,0.0,No,2025-10-16,30.0
Electronic City,Yellow,8.0,Friday,November,No,No,28.7,No,Yes,3.0,Yes,Morning,No,5098.0,High,Regular,0.0,No,2023-11-16,20.0
Magadi Road,Purple,13.0,Monday,December,No,,28.4,,No,5.0,No,Midday,No,1878.0,Medium,Regular,2.0,No,,20.0
Trinity,Purple,18.0,Thursday,November,No,,28.8,No,No,3.0,Yes,Evening,No,4161.0,High,Regular,0.0,Yes,2023-11-21,20.0
Peenya,Green,12.0,Wednesday,March,No,No,28.4,No,Yes,5.0,No,Midday,No,2094.0,High,Regular,2.0,No,2023-03-20,20.0
Magadi Road,Purple,13.0,Sunday,August,Yes,No,27.0,No,No,5.0,No,Midday,Yes,1156.0,Medium,Regular,0.0,No,2025-08-20,20.0
Trinity,Purple,10.0,Sunday,November,Yes,No,23.0,No,No,5.0,No,,Yes,758.0,Low,Regular,0.0,Yes,2023-11-04,20.0
Magadi Road,Purple,17.0,Wednesday,November,No,No,24.7,No,No,3.0,Yes,Evening,No,5129.0,High,Regular,0.0,No,2023-11-11,20.0
Bommasandra,Yellow,15.0,Tuesday,August,No,No,,Yes,Yes,5.0,No,Evening,No,905.0,Medium,Terminal,0.0,No,2023-08-13,50.0
Tagore Nagar,Yellow,9.0,Sunday,December,Yes,No,28.6,No,No,3.0,Yes,Morning,Yes,2344.0,High,Regular,2.0,No,2025-12-09,20.0
Yelachenahalli,Green,15.0,,November,No,No,30.7,No,No,5.0,No,Evening,No,1172.0,Medium,Regular,0.0,No,2024-11-04,20.0
Jayanagar 4th Block,Yellow,20.0,Friday,,No,No,27.7,Yes,No,,No,Night,No,792.0,Low,Regular,0.0,No,2024-07-12,20.0
Mysuru Road,Purple,21.0,Tuesday,August,No,No,28.5,Yes,No,8.0,No,Night,No,683.0,Low,Regular,2.0,No,2023-08-09,
Jalahalli,Green,8.0,Saturday,July,Yes,No,24.3,No,No,3.0,Yes,Morning,Yes,2599.0,High,Regular,5.0,No,2025-07-13,15.0
Yeshwanthpur,Green,6.0,Friday,October,No,No,24.9,No,Yes,,No,,No,1609.0,Medium,Regular,0.0,Yes,2025-10-16,20.0
Attiguppe,Purple,15.0,Monday,May,No,No,30.1,No,No,5.0,No,Evening,No,1327.0,Medium,Regular,0.0,No,2024-05-26,40.0
JP Nagar 2nd Phase,Yellow,7.0,Wednesday,October,No,No,31.6,No,No,3.0,Yes,Morning,No,1377.0,Medium,Regular,0.0,No,2024-10-06,20.0
Gottigere,Yellow,11.0,Thursday,May,No,No,25.9,No,No,5.0,No,Midday,No,998.0,Medium,Regular,0.0,No,2023-05-10,20.0
KR Market,Green,11.0,Tuesday,November,No,No,26.6,No,No,5.0,No,Midday,No,1000.0,Medium,Regular,0.0,No,2025-11-13,20.0
Yeshwanthpur,Green,9.0,Sunday,November,Yes,No,,,Yes,3.0,Yes,Morning,Yes,3317.0,High,Regular,2.0,Yes,2024-11-07,20.0
Hebbagodi,Yellow,9.0,Sunday,March,Yes,No,23.9,No,,3.0,Yes,Morning,Yes,3100.0,High,Regular,0.0,No,2025-03-26,20.0
Jayanagar,Green,14.0,Thursday,March,No,No,28.4,No,No,5.0,No,Evening,No,1105.0,Medium,Regular,0.0,No,2024-03-19,30.0
,Purple,22.0,Tuesday,October,No,No,27.6,No,No,8.0,No,Night,No,976.0,Medium,Regular,0.0,No,2025-10-24,40.0
,Green,13.0,Thursday,February,No,No,30.5,No,,5.0,No,Midday,No,2298.0,High,Regular,0.0,Yes,2025-02-19,20.0
Mysuru Road,Purple,14.0,Thursday,March,No,No,28.3,No,No,5.0,No,Evening,No,1134.0,Medium,Regular,5.0,No,2024-03-17,40.0
Jalahalli,Green,19.0,Wednesday,May,No,No,25.1,No,No,3.0,Yes,Evening,No,4405.0,High,Regular,0.0,No,2025-05-13,15.0
South End Circle,Green,21.0,Monday,August,No,No,26.7,No,No,8.0,No,Night,No,871.0,Medium,Regular,0.0,No,2024-08-13,30.0
Kengeri,Purple,13.0,Monday,October,No,No,28.4,No,No,5.0,No,Midday,No,1881.0,Medium,Terminal,0.0,Yes,2023-10-26,50.0
Majestic,Green,9.0,Sunday,July,Yes,No,25.2,No,No,3.0,Yes,Morning,Yes,3522.0,High,Interchange,2.0,Yes,2024-07-21,25.0
Indiranagar,Purple,19.0,Saturday,September,Yes,No,25.6,Yes,Yes,3.0,Yes,Evening,Yes,2833.0,High,Regular,5.0,Yes,2025-09-02,15.0
Swami Vivekananda Road,Purple,17.0,Sunday,September,Yes,No,,Yes,No,3.0,Yes,Evening,Yes,2229.0,High,Regular,2.0,No,2024-09-10,20.0
Majestic,Purple,12.0,Wednesday,January,No,No,28.9,No,No,5.0,No,Midday,No,2779.0,High,Interchange,5.0,Yes,2023-01-22,25.0
Kengeri,Purple,10.0,Sunday,June,Yes,No,26.5,No,No,5.0,No,Midday,Yes,,,,0.0,Yes,2024-06-13,50.0
Hebbagodi,Yellow,10.0,Sunday,August,Yes,No,31.3,Yes,Yes,5.0,No,Midday,Yes,639.0,Low,Regular,0.0,No,2024-08-26,20.0
Attiguppe,Purple,14.0,Sunday,,,No,28.8,No,No,5.0,No,Evening,Yes,821.0,Medium,Regular,2.0,No,2024-12-09,40.0
Whitefield,Purple,13.0,Sunday,September,Yes,No,23.5,Yes,Yes,5.0,No,Midday,Yes,1210.0,Medium,Regular,0.0,No,2024-09-01,20.0
Yeshwanthpur,Green,16.0,Saturday,November,Yes,No,26.5,No,Yes,5.0,No,Evening,Yes,899.0,Medium,Regular,0.0,Yes,2025-11-14,20.0
Kengeri,Purple,12.0,Saturday,June,Yes,No,24.2,No,,5.0,No,Midday,Yes,1397.0,Medium,Terminal,0.0,Yes,2023-06-16,50.0
Banashankari,Yellow,14.0,Sunday,June,Yes,No,29.8,Yes,No,5.0,No,Evening,Yes,578.0,Low,Regular,0.0,Yes,2024-06-20,40.0
Dasarahalli,Green,21.0,Thursday,December,No,No,32.3,No,No,8.0,No,Night,No,800.0,Medium,Regular,2.0,No,2023-12-15,10.0
,Green,9.0,Tuesday,July,No,No,27.8,Yes,No,3.0,Yes,Morning,No,2817.0,High,Terminal,0.0,No,2023-07-01,
Banashankari,Yellow,16.0,Saturday,May,Yes,No,27.0,No,No,5.0,No,Evening,Yes,805.0,Medium,Regular,0.0,Yes,2025-05-17,40.0
Jayanagar,Green,12.0,Wednesday,December,No,,26.4,No,No,5.0,No,Midday,No,1972.0,Medium,Regular,0.0,No,2025-12-24,30.0
KR Market,Green,8.0,Monday,February,No,No,29.8,No,No,3.0,Yes,Morning,No,4014.0,High,Regular,,No,2024-02-13,20.0
Vijayanagar,Purple,12.0,Wednesday,November,No,No,26.3,No,No,5.0,No,Midday,No,1787.0,Medium,Regular,0.0,No,2025-11-27,30.0
Hosahalli,Purple,19.0,Saturday,December,Yes,No,29.2,No,No,3.0,Yes,Evening,Yes,2906.0,High,Regular,2.0,No,2025-12-15,20.0
National College,Green,22.0,Friday,August,No,Yes,29.0,No,No,8.0,No,Night,Yes,402.0,Low,Regular,0.0,No,2025-08-16,25.0
Halasuru,Purple,6.0,Tuesday,June,No,No,29.4,No,No,8.0,No,Morning,No,1455.0,Medium,Regular,2.0,Yes,2023-06-16,20.0
Indiranagar,Purple,22.0,Monday,September,No,,27.3,Yes,Yes,8.0,No,Night,No,845.0,Medium,Regular,0.0,Yes,2025-09-02,15.0
South End Circle,Green,21.0,Wednesday,February,No,No,28.6,No,No,8.0,No,Night,No,848.0,Medium,Regular,0.0,No,2024-02-17,30.0
Vijayanagar,Purple,19.0,Wednesday,April,No,No,28.0,No,No,3.0,Yes,Evening,No,3815.0,High,,5.0,No,2024-04-11,30.0
Whitefield,Purple,19.0,Wednesday,February,No,No,29.2,No,Yes,3.0,Yes,Evening,No,5197.0,High,Regular,2.0,No,2023-02-08,20.0
RV Road,Yellow,13.0,Thursday,April,No,No,24.0,No,No,5.0,No,Midday,No,2081.0,,Interchange,0.0,No,,30.0
Attiguppe,Purple,8.0,Wednesday,December,No,No,26.7,No,No,3.0,Yes,Morning,No,3943.0,High,Regular,0.0,,2023-12-03,40.0
Attiguppe,Purple,17.0,Wednesday,July,No,No,20.2,Yes,No,3.0,Yes,Evening,No,,,Regular,0.0,No,2023-07-12,40.0
Bommasandra,Yellow,11.0,Monday,February,No,No,26.1,No,,5.0,No,Midday,No,1286.0,Medium,Terminal,0.0,No,2024-02-20,50.0
Gottigere,Yellow,10.0,Monday,March,No,No,25.8,No,No,5.0,No,Midday,No,1319.0,Medium,Regular,5.0,No,2025-03-16,20.0
Sandal Soap Factory,Green,8.0,Sunday,October,Yes,No,24.4,No,No,5.0,Yes,Morning,Yes,2731.0,High,Regular,2.0,No,2025-10-14,20.0
Halasuru,Purple,11.0,Friday,February,No,No,27.0,No,No,5.0,No,Midday,No,1232.0,Medium,Regular,0.0,Yes,2024-02-16,20.0
Sandal Soap Factory,Green,10.0,Monday,August,No,No,31.4,Yes,No,5.0,No,Midday,No,957.0,Medium,Regular,,No,2025-08-27,20.0
Jalahalli,Green,10.0,Monday,May,No,No,29.7,No,No,5.0,No,Midday,No,1468.0,Medium,Regular,0.0,No,2025-05-21,15.0
RV Road,Yellow,17.0,Wednesday,March,No,No,25.9,No,No,3.0,Yes,,No,4367.0,High,Interchange,0.0,No,2025-03-17,30.0
KR Market,Green,16.0,Wednesday,June,No,No,28.6,,No,5.0,No,Evening,No,1314.0,Medium,Regular,0.0,No,2023-06-11,20.0
Hebbagodi,,10.0,Wednesday,May,No,No,21.8,No,Yes,5.0,No,Midday,No,1245.0,Medium,Regular,5.0,No,2024-05-17,20.0
JP Nagar 2nd Phase,Yellow,13.0,Friday,July,No,,21.8,No,No,5.0,No,Midday,No,,Medium,Regular,0.0,No,2025-07-19,20.0
Chickpete,Green,14.0,Tuesday,September,No,No,29.1,Yes,No,5.0,No,Evening,No,945.0,Medium,,0.0,,2024-09-22,20.0
Jayanagar 4th Block,Yellow,11.0,Thursday,October,No,No,30.4,No,No,5.0,No,,No,1052.0,Medium,Regular,0.0,No,2024-10-01,20.0
Vijayanagar,Purple,13.0,Sunday,September,Yes,No,24.0,Yes,No,5.0,No,Midday,Yes,931.0,Medium,Regular,0.0,No,2024-09-27,30.0
JP Nagar 2nd Phase,Yellow,16.0,Sunday,June,Yes,No,26.6,No,No,5.0,No,Evening,Yes,810.0,Medium,Regular,0.0,No,2024-06-12,20.0
Jayanagar 4th Block,Yellow,19.0,Friday,September,,No,28.2,Yes,No,3.0,Yes,Evening,No,3468.0,High,Regular,2.0,No,2024-09-15,20.0
Hosahalli,Purple,22.0,Saturday,August,Yes,No,23.4,No,No,8.0,No,Night,Yes,,Low,Regular,2.0,No,2023-08-18,20.0
Trinity,Purple,8.0,Tuesday,May,No,No,28.1,,No,3.0,Yes,Morning,No,,High,Regular,0.0,Yes,2024-05-23,
Nagasandra,Green,15.0,Wednesday,June,No,No,29.9,Yes,No,5.0,No,Evening,No,943.0,Medium,Terminal,0.0,No,2025-06-14,10.0
Mysuru Road,Purple,11.0,Tuesday,March,No,No,26.9,No,No,5.0,No,Midday,No,1101.0,Medium,Regular,2.0,No,2025-03-01,40.0
